"";"Id";"Poids";"Couleur";"Régularité";"Intensité";"ID_unit";"Prob";"Stratum"
"34064";34064;0,31;"Bleu";"3";"2";6702;0,0126108014255689;2
"35965";35965;0,41;"Bleu";"2";"2";6880;0,0126108014255689;2
"36095";36095;1,21;"Jaune";"3";"2";6889;0,0126108014255689;2
"37134";37134;0,4;"Bleu";"2";"2";6993;0,0126108014255689;2
"37410";37410;0,46;"Jaune";"2";"2";7020;0,0126108014255689;2
"37632";37632;1,01;"Bleu";"3";"2";7036;0,0126108014255689;2
"38525";38525;1;"Bleu";"3";"2";7109;0,0126108014255689;2
"38664";38664;0,67;"Rouge";"1";"2";7125;0,0126108014255689;2
"39628";39628;0,71;"Rouge";"1";"2";7206;0,0126108014255689;2
"40956";40956;0,31;"Bleu";"1";"2";7315;0,0126108014255689;2
"42626";42626;0,5;"Bleu";"3";"2";7438;0,0126108014255689;2
"43414";43414;1;"Bleu";"3";"2";7511;0,0126108014255689;2
"44540";44540;0,71;"Rouge";"1";"2";7621;0,0126108014255689;2
"45016";45016;0,9;"Rouge";"2";"2";7666;0,0126108014255689;2
"45317";45317;0,71;"Jaune";"2";"2";7687;0,0126108014255689;2
"45440";45440;0,54;"Bleu";"1";"2";7699;0,0126108014255689;2
"45557";45557;2;"Rouge";"1";"2";7710;0,0126108014255689;2
"49581";49581;0,3;"Jaune";"1";"2";8066;0,0126108014255689;2
"50227";50227;0,37;"Bleu";"2";"2";8124;0,0126108014255689;2
"51164";51164;0,7;"Rouge";"2";"2";8208;0,0126108014255689;2
"53913";53913;1;"Bleu";"1";"2";8466;0,0126108014255689;2
"54691";54691;1,17;"Rouge";"2";"2";8532;0,0126108014255689;2
"55214";55214;0,26;"Bleu";"2";"2";8581;0,0126108014255689;2
"55474";55474;0,5;"Jaune";"1";"2";8607;0,0126108014255689;2
"55478";55478;1,01;"Rouge";"2";"2";8608;0,0126108014255689;2
"55832";55832;0,91;"Jaune";"1";"2";8642;0,0126108014255689;2
"57218";57218;0,31;"Bleu";"2";"2";8766;0,0126108014255689;2
"57448";57448;1,12;"Bleu";"2";"2";8784;0,0126108014255689;2
"58242";58242;0,3;"Jaune";"2";"2";8853;0,0126108014255689;2
"59474";59474;0,45;"Jaune";"2";"2";8961;0,0126108014255689;2
"60354";60354;1,01;"Bleu";"1";"2";9037;0,0126108014255689;2
"61670";61670;2,01;"Bleu";"3";"2";9155;0,0126108014255689;2
"61673";61673;0,54;"Rouge";"1";"2";9157;0,0126108014255689;2
"65528";65528;1,02;"Bleu";"1";"2";9512;0,0126108014255689;2
"65797";65797;0,92;"Bleu";"2";"2";9532;0,0126108014255689;2
"65801";65801;0,3;"Jaune";"3";"2";9534;0,0126108014255689;2
"65963";65963;1,51;"Jaune";"1";"2";9546;0,0126108014255689;2
"68345";68345;0,4;"Bleu";"1";"2";9758;0,0126108014255689;2
"69554";69554;0,7;"Rouge";"2";"2";9857;0,0126108014255689;2
"69827";69827;1;"Bleu";"2";"2";9885;0,0126108014255689;2
"69986";69986;0,7;"Jaune";"1";"2";9901;0,0126108014255689;2
"70020";70020;0,83;"Rouge";"1";"2";9905;0,0126108014255689;2
"71101";71101;1,23;"Jaune";"1";"2";9997;0,0126108014255689;2
"71663";71663;0,52;"Bleu";"3";"2";10046;0,0126108014255689;2
"72503";72503;0,55;"Bleu";"1";"2";10116;0,0126108014255689;2
"73385";73385;1,01;"Rouge";"2";"2";10198;0,0126108014255689;2
"73464";73464;0,5;"Bleu";"1";"2";10207;0,0126108014255689;2
"74060";74060;0,23;"Bleu";"1";"2";10254;0,0126108014255689;2
"75049";75049;0,7;"Jaune";"1";"2";10330;0,0126108014255689;2
"75110";75110;0,9;"Bleu";"2";"2";10339;0,0126108014255689;2
"75166";75166;0,3;"Rouge";"2";"2";10344;0,0126108014255689;2
"76249";76249;0,53;"Jaune";"1";"2";10435;0,0126108014255689;2
"77833";77833;0,6;"Bleu";"1";"2";10581;0,0126108014255689;2
"79003";79003;0,5;"Rouge";"1";"2";10699;0,0126108014255689;2
"79673";79673;0,9;"Bleu";"1";"2";10760;0,0126108014255689;2
"79773";79773;1,5;"Rouge";"1";"2";10767;0,0126108014255689;2
"80315";80315;0,9;"Rouge";"2";"2";10811;0,0126108014255689;2
"80727";80727;0,59;"Jaune";"2";"2";10856;0,0126108014255689;2
"81597";81597;1,04;"Rouge";"2";"2";10930;0,0126108014255689;2
"81928";81928;1,01;"Rouge";"3";"2";10958;0,0126108014255689;2
"83387";83387;0,77;"Rouge";"2";"2";11069;0,0126108014255689;2
"83894";83894;0,91;"Bleu";"1";"2";11110;0,0126108014255689;2
"85884";85884;1,05;"Rouge";"1";"2";11282;0,0126108014255689;2
"86046";86046;0,74;"Jaune";"1";"2";11294;0,0126108014255689;2
"87302";87302;0,7;"Bleu";"3";"2";11418;0,0126108014255689;2
"88417";88417;0,55;"Bleu";"2";"2";11514;0,0126108014255689;2
"88620";88620;1,01;"Jaune";"3";"2";11525;0,0126108014255689;2
"88932";88932;1;"Rouge";"2";"2";11558;0,0126108014255689;2
"89080";89080;0,3;"Rouge";"1";"2";11573;0,0126108014255689;2
"90913";90913;1,01;"Rouge";"2";"2";11741;0,0126108014255689;2
"93435";93435;0,57;"Bleu";"2";"2";11980;0,0126108014255689;2
"93682";93682;0,58;"Rouge";"2";"2";11997;0,0126108014255689;2
"94232";94232;0,75;"Rouge";"2";"2";12037;0,0126108014255689;2
"94253";94253;0,91;"Rouge";"2";"2";12042;0,0126108014255689;2
"94881";94881;0,9;"Bleu";"2";"2";12108;0,0126108014255689;2
"95416";95416;1,04;"Rouge";"3";"2";12154;0,0126108014255689;2
"95647";95647;0,93;"Rouge";"1";"2";12169;0,0126108014255689;2
"95903";95903;0,41;"Rouge";"2";"2";12207;0,0126108014255689;2
"96854";96854;0,43;"Bleu";"3";"2";12298;0,0126108014255689;2
"97265";97265;1,35;"Bleu";"3";"2";12339;0,0126108014255689;2
"99165";99165;0,23;"Jaune";"2";"2";12508;0,0126108014255689;2
"100356";100356;1,01;"Jaune";"3";"2";12600;0,0126108014255689;2
"103580";103580;0,7;"Jaune";"3";"2";12873;0,0126108014255689;2
"103718";103718;1,01;"Rouge";"3";"2";12883;0,0126108014255689;2
"104204";104204;1;"Rouge";"1";"2";12931;0,0126108014255689;2
"104246";104246;0,26;"Bleu";"3";"2";12934;0,0126108014255689;2
"104491";104491;0,71;"Jaune";"1";"2";12966;0,0126108014255689;2
"105027";105027;0,7;"Jaune";"2";"2";13024;0,0126108014255689;2
"105288";105288;2,14;"Bleu";"1";"2";13045;0,0126108014255689;2
"105316";105316;1;"Rouge";"2";"2";13048;0,0126108014255689;2
"106868";106868;1,06;"Bleu";"1";"2";13200;0,0126108014255689;2
"107906";107906;1,74;"Jaune";"1";"2";13287;0,0126108014255689;2
"108143";108143;1,54;"Rouge";"2";"2";13319;0,0126108014255689;2
"108780";108780;0,7;"Rouge";"2";"2";13372;0,0126108014255689;2
"109032";109032;1,51;"Rouge";"1";"2";13401;0,0126108014255689;2
"111456";111456;2,01;"Bleu";"3";"2";13634;0,0126108014255689;2
"112236";112236;0,64;"Jaune";"1";"2";13704;0,0126108014255689;2
"112718";112718;0,3;"Rouge";"3";"2";13739;0,0126108014255689;2
"112936";112936;1,01;"Jaune";"1";"2";13759;0,0126108014255689;2
"113271";113271;0,9;"Jaune";"2";"2";13793;0,0126108014255689;2
"113493";113493;0,53;"Rouge";"2";"2";13806;0,0126108014255689;2
"115050";115050;0,7;"Jaune";"3";"2";13965;0,0126108014255689;2
"116122";116122;1,02;"Rouge";"3";"2";14061;0,0126108014255689;2
"116803";116803;0,73;"Bleu";"2";"2";14129;0,0126108014255689;2
"117421";117421;0,24;"Rouge";"3";"2";14180;0,0126108014255689;2
"117541";117541;0,28;"Jaune";"1";"2";14195;0,0126108014255689;2
"117766";117766;0,9;"Jaune";"1";"2";14216;0,0126108014255689;2
"118114";118114;1,05;"Jaune";"1";"2";14254;0,0126108014255689;2
"118373";118373;0,33;"Jaune";"3";"2";14276;0,0126108014255689;2
"118571";118571;0,32;"Bleu";"2";"2";14300;0,0126108014255689;2
"119124";119124;1,5;"Bleu";"3";"2";14344;0,0126108014255689;2
"119175";119175;0,59;"Rouge";"2";"2";14349;0,0126108014255689;2
"119287";119287;0,31;"Bleu";"1";"2";14362;0,0126108014255689;2
"119689";119689;1,03;"Rouge";"3";"2";14397;0,0126108014255689;2
"563";563;1,5;"Jaune";"2";"3";14675;0,0129665001469292;3
"596";596;0,73;"Jaune";"2";"3";14684;0,0129665001469292;3
"948";948;0,46;"Rouge";"1";"3";14759;0,0129665001469292;3
"1199";1199;0,51;"Bleu";"2";"3";14819;0,0129665001469292;3
"2089";2089;0,9;"Bleu";"1";"3";15016;0,0129665001469292;3
"2852";2852;0,39;"Rouge";"1";"3";15169;0,0129665001469292;3
"3958";3958;0,31;"Rouge";"2";"3";15417;0,0129665001469292;3
"3987";3987;1;"Jaune";"1";"3";15429;0,0129665001469292;3
"4290";4290;0,33;"Bleu";"1";"3";15496;0,0129665001469292;3
"4440";4440;0,74;"Jaune";"1";"3";15529;0,0129665001469292;3
"4451";4451;0,51;"Jaune";"1";"3";15533;0,0129665001469292;3
"5112";5112;0,5;"Rouge";"3";"3";15674;0,0129665001469292;3
"5162";5162;0,51;"Bleu";"2";"3";15682;0,0129665001469292;3
"5300";5300;0,28;"Bleu";"3";"3";15709;0,0129665001469292;3
"5836";5836;1,07;"Bleu";"2";"3";15824;0,0129665001469292;3
"5959";5959;1,04;"Jaune";"2";"3";15851;0,0129665001469292;3
"7299";7299;0,71;"Bleu";"1";"3";16149;0,0129665001469292;3
"7336";7336;0,75;"Rouge";"3";"3";16157;0,0129665001469292;3
"7705";7705;1,11;"Bleu";"2";"3";16256;0,0129665001469292;3
"7883";7883;1,5;"Bleu";"1";"3";16296;0,0129665001469292;3
"8071";8071;2,01;"Rouge";"1";"3";16335;0,0129665001469292;3
"8802";8802;0,5;"Bleu";"1";"3";16510;0,0129665001469292;3
"9512";9512;1,21;"Rouge";"3";"3";16668;0,0129665001469292;3
"9734";9734;0,83;"Rouge";"3";"3";16709;0,0129665001469292;3
"10322";10322;2,29;"Jaune";"2";"3";16832;0,0129665001469292;3
"10429";10429;0,41;"Jaune";"2";"3";16853;0,0129665001469292;3
"10456";10456;1,21;"Rouge";"1";"3";16857;0,0129665001469292;3
"10592";10592;1,69;"Bleu";"2";"3";16888;0,0129665001469292;3
"10671";10671;0,58;"Bleu";"1";"3";16904;0,0129665001469292;3
"10756";10756;0,3;"Bleu";"1";"3";16932;0,0129665001469292;3
"10843";10843;0,4;"Bleu";"1";"3";16952;0,0129665001469292;3
"10957";10957;0,3;"Rouge";"1";"3";16980;0,0129665001469292;3
"11012";11012;0,42;"Jaune";"2";"3";16994;0,0129665001469292;3
"11463";11463;0,7;"Jaune";"2";"3";17110;0,0129665001469292;3
"11581";11581;0,65;"Rouge";"1";"3";17133;0,0129665001469292;3
"11715";11715;0,9;"Rouge";"3";"3";17169;0,0129665001469292;3
"11720";11720;0,9;"Jaune";"1";"3";17172;0,0129665001469292;3
"12026";12026;0,5;"Rouge";"2";"3";17252;0,0129665001469292;3
"12117";12117;0,41;"Bleu";"1";"3";17271;0,0129665001469292;3
"12190";12190;1,01;"Rouge";"2";"3";17289;0,0129665001469292;3
"13478";13478;1,01;"Rouge";"1";"3";17585;0,0129665001469292;3
"13729";13729;0,8;"Bleu";"3";"3";17651;0,0129665001469292;3
"13939";13939;0,9;"Jaune";"2";"3";17704;0,0129665001469292;3
"14126";14126;1,13;"Jaune";"2";"3";17739;0,0129665001469292;3
"14231";14231;0,7;"Rouge";"3";"3";17759;0,0129665001469292;3
"14295";14295;0,5;"Bleu";"3";"3";17773;0,0129665001469292;3
"14344";14344;0,28;"Jaune";"3";"3";17786;0,0129665001469292;3
"16757";16757;0,4;"Bleu";"2";"3";18356;0,0129665001469292;3
"16826";16826;1,5;"Rouge";"2";"3";18372;0,0129665001469292;3
"17025";17025;0,53;"Jaune";"1";"3";18417;0,0129665001469292;3
"18322";18322;1,24;"Bleu";"2";"3";18685;0,0129665001469292;3
"18700";18700;1,21;"Rouge";"1";"3";18765;0,0129665001469292;3
"18798";18798;0,7;"Rouge";"1";"3";18786;0,0129665001469292;3
"18806";18806;0,71;"Rouge";"2";"3";18788;0,0129665001469292;3
"19197";19197;0,55;"Bleu";"3";"3";18880;0,0129665001469292;3
"19587";19587;1,56;"Bleu";"1";"3";18969;0,0129665001469292;3
"19915";19915;0,71;"Bleu";"1";"3";19036;0,0129665001469292;3
"19926";19926;1,28;"Rouge";"2";"3";19040;0,0129665001469292;3
"20081";20081;0,24;"Jaune";"1";"3";19076;0,0129665001469292;3
"21346";21346;1,01;"Bleu";"3";"3";19336;0,0129665001469292;3
"21845";21845;0,41;"Jaune";"1";"3";19465;0,0129665001469292;3
"21862";21862;0,31;"Jaune";"1";"3";19472;0,0129665001469292;3
"21902";21902;1,23;"Bleu";"1";"3";19480;0,0129665001469292;3
"22197";22197;1,23;"Bleu";"2";"3";19548;0,0129665001469292;3
"22402";22402;1,2;"Bleu";"1";"3";19593;0,0129665001469292;3
"22428";22428;0,5;"Rouge";"1";"3";19596;0,0129665001469292;3
"22789";22789;0,43;"Bleu";"1";"3";19669;0,0129665001469292;3
"22893";22893;0,39;"Bleu";"1";"3";19694;0,0129665001469292;3
"23126";23126;0,41;"Bleu";"3";"3";19754;0,0129665001469292;3
"23434";23434;0,91;"Bleu";"2";"3";19837;0,0129665001469292;3
"23686";23686;1,5;"Bleu";"3";"3";19900;0,0129665001469292;3
"23775";23775;1,5;"Bleu";"1";"3";19916;0,0129665001469292;3
"24275";24275;1,01;"Jaune";"1";"3";20035;0,0129665001469292;3
"24536";24536;0,7;"Rouge";"1";"3";20103;0,0129665001469292;3
"24723";24723;0,24;"Jaune";"1";"3";20149;0,0129665001469292;3
"25009";25009;0,72;"Bleu";"1";"3";20222;0,0129665001469292;3
"25656";25656;1,01;"Bleu";"1";"3";20367;0,0129665001469292;3
"25798";25798;1,51;"Jaune";"1";"3";20400;0,0129665001469292;3
"26053";26053;0,73;"Jaune";"2";"3";20455;0,0129665001469292;3
"26850";26850;0,7;"Jaune";"2";"3";20629;0,0129665001469292;3
"27142";27142;0,53;"Bleu";"3";"3";20695;0,0129665001469292;3
"27264";27264;0,8;"Rouge";"3";"3";20717;0,0129665001469292;3
"27526";27526;0,71;"Rouge";"2";"3";20777;0,0129665001469292;3
"28048";28048;0,71;"Rouge";"1";"3";20887;0,0129665001469292;3
"28131";28131;0,97;"Rouge";"2";"3";20903;0,0129665001469292;3
"28279";28279;0,7;"Bleu";"1";"3";20934;0,0129665001469292;3
"28406";28406;1;"Jaune";"2";"3";20960;0,0129665001469292;3
"29009";29009;0,5;"Rouge";"2";"3";21088;0,0129665001469292;3
"29561";29561;0,91;"Rouge";"1";"3";21222;0,0129665001469292;3
"29902";29902;0,41;"Bleu";"2";"3";21293;0,0129665001469292;3
"29998";29998;1,01;"Bleu";"3";"3";21315;0,0129665001469292;3
"30503";30503;0,37;"Rouge";"2";"3";21433;0,0129665001469292;3
"30658";30658;0,59;"Bleu";"1";"3";21459;0,0129665001469292;3
"30905";30905;0,3;"Bleu";"3";"3";21505;0,0129665001469292;3
"31125";31125;0,5;"Bleu";"3";"3";21563;0,0129665001469292;3
"31346";31346;0,54;"Rouge";"2";"3";21619;0,0129665001469292;3
"31480";31480;0,38;"Bleu";"1";"3";21652;0,0129665001469292;3
"32561";32561;0,3;"Rouge";"2";"3";21892;0,0129665001469292;3
"32735";32735;2,01;"Rouge";"2";"3";21930;0,0129665001469292;3
"33212";33212;0,34;"Rouge";"2";"3";22030;0,0129665001469292;3
"34224";34224;0,72;"Jaune";"1";"3";22275;0,0129665001469292;3
"34339";34339;0,7;"Bleu";"1";"3";22299;0,0129665001469292;3
"35376";35376;1,02;"Rouge";"1";"3";22516;0,0129665001469292;3
"35402";35402;1,22;"Bleu";"1";"3";22527;0,0129665001469292;3
"35733";35733;0,9;"Bleu";"3";"3";22603;0,0129665001469292;3
"35812";35812;0,5;"Rouge";"2";"3";22625;0,0129665001469292;3
"36183";36183;1,1;"Jaune";"1";"3";22692;0,0129665001469292;3
"36666";36666;0,41;"Jaune";"1";"3";22801;0,0129665001469292;3
"36910";36910;0,54;"Rouge";"2";"3";22848;0,0129665001469292;3
"37390";37390;0,7;"Jaune";"3";"3";22951;0,0129665001469292;3
"37959";37959;0,72;"Bleu";"1";"3";23068;0,0129665001469292;3
"37990";37990;0,91;"Bleu";"2";"3";23076;0,0129665001469292;3
"38225";38225;1,5;"Bleu";"2";"3";23138;0,0129665001469292;3
"38433";38433;0,33;"Jaune";"1";"3";23193;0,0129665001469292;3
"38463";38463;1,01;"Jaune";"1";"3";23203;0,0129665001469292;3
"38572";38572;0,75;"Bleu";"1";"3";23228;0,0129665001469292;3
"38574";38574;0,52;"Rouge";"1";"3";23229;0,0129665001469292;3
"38705";38705;0,32;"Rouge";"1";"3";23264;0,0129665001469292;3
"38882";38882;0,7;"Rouge";"2";"3";23306;0,0129665001469292;3
"38901";38901;1,15;"Bleu";"2";"3";23309;0,0129665001469292;3
"39148";39148;0,91;"Rouge";"1";"3";23352;0,0129665001469292;3
"39228";39228;0,23;"Jaune";"1";"3";23370;0,0129665001469292;3
"39379";39379;1,21;"Bleu";"2";"3";23394;0,0129665001469292;3
"39811";39811;0,3;"Rouge";"3";"3";23492;0,0129665001469292;3
"39923";39923;0,7;"Bleu";"1";"3";23515;0,0129665001469292;3
"39986";39986;0,51;"Bleu";"1";"3";23533;0,0129665001469292;3
"40125";40125;1,53;"Jaune";"3";"3";23563;0,0129665001469292;3
"40286";40286;1,51;"Rouge";"2";"3";23609;0,0129665001469292;3
"40315";40315;1,01;"Rouge";"3";"3";23617;0,0129665001469292;3
"41179";41179;0,7;"Bleu";"1";"3";23823;0,0129665001469292;3
"41215";41215;0,41;"Rouge";"1";"3";23831;0,0129665001469292;3
"41467";41467;0,78;"Bleu";"2";"3";23890;0,0129665001469292;3
"41486";41486;0,7;"Rouge";"1";"3";23894;0,0129665001469292;3
"41569";41569;0,34;"Bleu";"1";"3";23917;0,0129665001469292;3
"42266";42266;0,73;"Rouge";"2";"3";24071;0,0129665001469292;3
"42457";42457;1,51;"Bleu";"1";"3";24108;0,0129665001469292;3
"42581";42581;0,5;"Bleu";"2";"3";24144;0,0129665001469292;3
"42686";42686;0,41;"Jaune";"3";"3";24170;0,0129665001469292;3
"42687";42687;0,45;"Rouge";"2";"3";24171;0,0129665001469292;3
"42747";42747;1,54;"Bleu";"1";"3";24187;0,0129665001469292;3
"42981";42981;1,05;"Rouge";"1";"3";24239;0,0129665001469292;3
"43014";43014;0,4;"Jaune";"1";"3";24243;0,0129665001469292;3
"43218";43218;0,71;"Bleu";"3";"3";24295;0,0129665001469292;3
"43691";43691;1,04;"Bleu";"2";"3";24403;0,0129665001469292;3
"44052";44052;0,78;"Jaune";"2";"3";24475;0,0129665001469292;3
"44266";44266;0,46;"Rouge";"1";"3";24521;0,0129665001469292;3
"44601";44601;1,02;"Bleu";"1";"3";24595;0,0129665001469292;3
"45215";45215;0,9;"Bleu";"3";"3";24739;0,0129665001469292;3
"45324";45324;0,7;"Rouge";"2";"3";24768;0,0129665001469292;3
"45768";45768;0,9;"Jaune";"3";"3";24875;0,0129665001469292;3
"45980";45980;1;"Jaune";"3";"3";24918;0,0129665001469292;3
"46163";46163;0,39;"Rouge";"3";"3";24966;0,0129665001469292;3
"46430";46430;1,15;"Rouge";"1";"3";25034;0,0129665001469292;3
"46527";46527;1,1;"Jaune";"3";"3";25061;0,0129665001469292;3
"46618";46618;0,91;"Rouge";"3";"3";25081;0,0129665001469292;3
"47697";47697;1;"Bleu";"1";"3";25324;0,0129665001469292;3
"47774";47774;2;"Bleu";"2";"3";25343;0,0129665001469292;3
"47995";47995;0,55;"Rouge";"1";"3";25392;0,0129665001469292;3
"48657";48657;0,52;"Jaune";"1";"3";25537;0,0129665001469292;3
"48710";48710;0,91;"Bleu";"1";"3";25553;0,0129665001469292;3
"48830";48830;0,9;"Jaune";"2";"3";25572;0,0129665001469292;3
"48857";48857;1,2;"Bleu";"2";"3";25581;0,0129665001469292;3
"49397";49397;0,62;"Bleu";"1";"3";25708;0,0129665001469292;3
"50659";50659;0,3;"Bleu";"1";"3";25993;0,0129665001469292;3
"50838";50838;0,7;"Bleu";"2";"3";26028;0,0129665001469292;3
"51396";51396;0,5;"Bleu";"2";"3";26147;0,0129665001469292;3
"51429";51429;1,22;"Bleu";"3";"3";26156;0,0129665001469292;3
"52132";52132;1,63;"Rouge";"3";"3";26292;0,0129665001469292;3
"52541";52541;0,4;"Bleu";"2";"3";26378;0,0129665001469292;3
"52634";52634;0,23;"Bleu";"1";"3";26391;0,0129665001469292;3
"52797";52797;1,39;"Bleu";"2";"3";26419;0,0129665001469292;3
"53103";53103;0,59;"Jaune";"2";"3";26484;0,0129665001469292;3
"53525";53525;0,71;"Bleu";"1";"3";26590;0,0129665001469292;3
"53603";53603;0,23;"Bleu";"2";"3";26601;0,0129665001469292;3
"54378";54378;2,01;"Bleu";"3";"3";26776;0,0129665001469292;3
"54748";54748;0,4;"Rouge";"1";"3";26864;0,0129665001469292;3
"54975";54975;0,5;"Rouge";"1";"3";26915;0,0129665001469292;3
"56061";56061;0,61;"Jaune";"3";"3";27149;0,0129665001469292;3
"56365";56365;0,3;"Jaune";"2";"3";27211;0,0129665001469292;3
"56428";56428;0,81;"Jaune";"1";"3";27222;0,0129665001469292;3
"56442";56442;0,4;"Rouge";"1";"3";27225;0,0129665001469292;3
"57377";57377;0,71;"Bleu";"3";"3";27437;0,0129665001469292;3
"57562";57562;0,73;"Bleu";"1";"3";27477;0,0129665001469292;3
"57844";57844;0,57;"Jaune";"1";"3";27536;0,0129665001469292;3
"58853";58853;0,41;"Bleu";"2";"3";27743;0,0129665001469292;3
"59240";59240;0,93;"Bleu";"2";"3";27845;0,0129665001469292;3
"59818";59818;0,7;"Bleu";"2";"3";28000;0,0129665001469292;3
"60042";60042;1,34;"Jaune";"2";"3";28062;0,0129665001469292;3
"60251";60251;0,9;"Bleu";"1";"3";28105;0,0129665001469292;3
"60306";60306;1,5;"Bleu";"1";"3";28112;0,0129665001469292;3
"61356";61356;0,73;"Jaune";"1";"3";28328;0,0129665001469292;3
"61644";61644;1,02;"Bleu";"1";"3";28404;0,0129665001469292;3
"62212";62212;0,42;"Bleu";"1";"3";28526;0,0129665001469292;3
"62404";62404;0,75;"Bleu";"2";"3";28566;0,0129665001469292;3
"62587";62587;0,73;"Jaune";"1";"3";28604;0,0129665001469292;3
"62624";62624;0,7;"Rouge";"3";"3";28612;0,0129665001469292;3
"62654";62654;0,4;"Rouge";"2";"3";28618;0,0129665001469292;3
"62691";62691;0,33;"Rouge";"1";"3";28630;0,0129665001469292;3
"63028";63028;0,71;"Jaune";"2";"3";28697;0,0129665001469292;3
"63135";63135;0,33;"Jaune";"1";"3";28716;0,0129665001469292;3
"63305";63305;0,51;"Jaune";"3";"3";28753;0,0129665001469292;3
"63856";63856;0,3;"Bleu";"3";"3";28876;0,0129665001469292;3
"64113";64113;0,7;"Rouge";"3";"3";28931;0,0129665001469292;3
"64501";64501;0,71;"Jaune";"3";"3";29023;0,0129665001469292;3
"65989";65989;0,7;"Bleu";"2";"3";29330;0,0129665001469292;3
"66433";66433;0,72;"Rouge";"3";"3";29442;0,0129665001469292;3
"66475";66475;0,71;"Bleu";"2";"3";29456;0,0129665001469292;3
"66482";66482;1,01;"Bleu";"2";"3";29458;0,0129665001469292;3
"67038";67038;1,7;"Bleu";"1";"3";29590;0,0129665001469292;3
"67399";67399;1,1;"Jaune";"1";"3";29674;0,0129665001469292;3
"67421";67421;0,9;"Bleu";"2";"3";29679;0,0129665001469292;3
"67495";67495;1;"Jaune";"2";"3";29696;0,0129665001469292;3
"68270";68270;0,9;"Rouge";"3";"3";29890;0,0129665001469292;3
